week,product,region,units_sold,price,promotion
2024-12-01,Smartphone,West,232,187.26,0
2024-12-01,Smartwatch,North,186,506.35,1
2024-12-01,Smartwatch,South,186,126.59,0
2024-12-01,Smartwatch,Central,181,350.05,1
2024-12-01,Smartwatch,East,279,578.72,0
2024-12-01,Smartwatch,West,273,500.52,1
2024-12-01,Tablet,North,167,525.51,0
2024-12-01,Tablet,South,183,887.05,0
2024-12-01,Tablet,Central,149,397.8,0
2024-12-01,Tablet,East,157,560.29,0
2024-12-01,Tablet,West,302,448.42,0
2024-12-01,Headphones,North,207,249.58,0
2024-12-01,Headphones,South,243,700.21,0
2024-12-01,Headphones,Central,240,629.28,0
2024-12-01,Headphones,East,343,542.61,0
2024-12-01,Headphones,West,154,743.96,0
2024-12-08,Smartphone,North,170,159.97,1
2024-12-08,Smartphone,South,219,961.29,0
2024-12-08,Smartphone,Central,133,536.81,1
2024-12-08,Smartphone,East,188,955.55,0
2024-12-08,Smartphone,West,258,380.8,1
2024-12-08,Smartwatch,North,117,883.36,0
2024-12-08,Smartwatch,South,140,130.08,1
2024-12-08,Smartwatch,Central,149,505.34,0
2024-12-08,Smartwatch,East,266,212.15,1
2024-12-08,Smartwatch,West,193,907.76,1
2024-12-08,Tablet,North,132,436.28,0
2024-12-08,Tablet,South,175,258.54,0
2024-12-08,Tablet,Central,255,128.9,0
2024-12-08,Tablet,East,196,786.65,0
2024-12-08,Tablet,West,216,935.03,0
2024-12-08,Headphones,North,228,552.89,0
2024-12-08,Headphones,South,186,259.34,0
2024-12-08,Headphones,Central,177,918.37,0
2024-12-08,Headphones,East,165,921.01,1
2024-12-08,Headphones,West,223,688.51,0
2024-12-15,Smartphone,North,137,904.28,0
2024-12-15,Smartphone,South,264,606.44,0
2024-12-15,Smartphone,Central,215,787.68,0
2024-12-15,Smartphone,East,125,308.92,0
2024-12-15,Smartphone,West,191,913.39,0
2024-12-15,Smartwatch,North,268,572.44,0
2024-12-15,Smartwatch,South,274,574.09,0
2024-12-15,Smartwatch,Central,185,332.34,0
2024-12-15,Smartwatch,East,127,233.32,0
2024-12-15,Smartwatch,West,222,713.09,0
2024-12-15,Tablet,North,248,942.71,1
2024-12-15,Tablet,South,200,672.03,0
2024-12-15,Tablet,Central,186,151.16,1
2024-12-15,Tablet,East,130,629.59,0
2024-12-15,Tablet,West,197,128.86,0
2024-12-15,Headphones,North,307,744.56,0
2024-12-15,Headphones,South,160,299.15,0
2024-12-15,Headphones,Central,236,434.8,1
2024-12-15,Headphones,East,179,630.21,0
2024-12-15,Headphones,West,256,317.09,0
2024-12-22,Smartphone,North,203,983.27,0
2024-12-22,Smartphone,South,216,732.73,0
2024-12-22,Smartphone,Central,204,387.66,0
2024-12-22,Smartphone,East,114,336.59,0
2024-12-22,Smartphone,West,196,184.82,0
2024-12-22,Smartwatch,North,294,192.28,0
2024-12-22,Smartwatch,South,211,118.46,0
2024-12-22,Smartwatch,Central,182,901.6,0
2024-12-22,Smartwatch,East,260,640.67,0
2024-12-22,Smartwatch,West,198,994.15,0
2024-12-22,Tablet,North,164,135.51,0
2024-12-22,Tablet,South,310,207.31,0
2024-12-22,Tablet,Central,282,128.67,0
2024-12-22,Tablet,East,303,932.16,0
2024-12-22,Tablet,West,263,805.53,0
2024-12-22,Headphones,North,228,872.16,0
2024-12-22,Headphones,South,185,352.19,0
2024-12-22,Headphones,Central,221,816.02,0
2024-12-22,Headphones,East,163,911.26,1
2024-12-22,Headphones,West,162,598.18,0
